code,name,id
12.13.18.2009,Ranto Nalinjang,adm_area_12_13_18_2009
12.13.18.2010,Banjar Maga,adm_area_12_13_18_2010
12.13.18.2011,Huta Raja,adm_area_12_13_18_2011
12.13.18.2012,Simaninggir,adm_area_12_13_18_2012
12.13.18.2013,Ranto Panjang,adm_area_12_13_18_2013
12.13.18.2014,Huta Nauli,adm_area_12_13_18_2014
12.13.18.2015,Lubuk Kancah,adm_area_12_13_18_2015
12.13.18.2016,Dua Sepakat,adm_area_12_13_18_2016
12.13.18.2017,Gunung Godang,adm_area_12_13_18_2017
12.13.19,Huta Bargot,adm_area_12_13_19
12.13.19.2001,Bangun Sejati,adm_area_12_13_19_2001
12.13.19.2002,Hutarimbaru,adm_area_12_13_19_2002
12.13.19.2003,Pasar Huta Bargot,adm_area_12_13_19_2003
12.13.19.2004,Huta Bargot Lombang,adm_area_12_13_19_2004
12.13.19.2005,Huta Bargot Dolok,adm_area_12_13_19_2005
12.13.19.2006,Huta Bargot Setia,adm_area_12_13_19_2006
12.13.19.2007,Huta Bargot Nauli,adm_area_12_13_19_2007
12.13.19.2008,Mondan,adm_area_12_13_19_2008
12.13.19.2009,Sayur Maincat,adm_area_12_13_19_2009
12.13.19.2010,Kumpulan Setia,adm_area_12_13_19_2010
12.13.19.2011,Simalagi,adm_area_12_13_19_2011
12.13.19.2012,Saba Padang,adm_area_12_13_19_2012
12.13.20,Puncak Sorik Marapi,adm_area_12_13_20
12.13.20.2001,Huta Lombang,adm_area_12_13_20_2001
12.13.20.2002,Huta Baru,adm_area_12_13_20_2002
12.13.20.2003,Handel,adm_area_12_13_20_2003
12.13.20.2004,Hutatinggi,adm_area_12_13_20_2004
12.13.20.2005,Hutanamale,adm_area_12_13_20_2005
12.13.20.2006,Hutabaringin Julu,adm_area_12_13_20_2006
12.13.20.2007,Sibanggor Jae,adm_area_12_13_20_2007
12.13.20.2008,Sibanggor Tonga,adm_area_12_13_20_2008
12.13.20.2009,Sibanggor Julu,adm_area_12_13_20_2009
12.13.20.2010,Purba Julu,adm_area_12_13_20_2010
12.13.20.2011,Huta Baringin,adm_area_12_13_20_2011
12.13.21,Pakantan,adm_area_12_13_21
12.13.21.2001,Pakantan Dolok,adm_area_12_13_21_2001
12.13.21.2002,Pakantan Lombang,adm_area_12_13_21_2002
12.13.21.2003,Huta Gambir,adm_area_12_13_21_2003
12.13.21.2004,Huta Lancat,adm_area_12_13_21_2004
12.13.21.2005,Huta Julu,adm_area_12_13_21_2005
12.13.21.2006,Huta Toras,adm_area_12_13_21_2006
12.13.21.2007,Huta Padang,adm_area_12_13_21_2007
12.13.21.2008,Silogun,adm_area_12_13_21_2008
12.13.22,Sinunukan,adm_area_12_13_22
