code,name,id
33.29,KAB. BREBES,adm_area_33_29
33.29.01,Salem,adm_area_33_29_01
33.29.01.2001,Banjaran,adm_area_33_29_01_2001
33.29.01.2002,Bentar,adm_area_33_29_01_2002
33.29.01.2003,Bentarsari,adm_area_33_29_01_2003
33.29.01.2004,Capar,adm_area_33_29_01_2004
33.29.01.2005,Ciputih,adm_area_33_29_01_2005
33.29.01.2006,Citimbang,adm_area_33_29_01_2006
33.29.01.2007,Ganggawang,adm_area_33_29_01_2007
33.29.01.2008,Gandoang,adm_area_33_29_01_2008
33.29.01.2009,Gunungjaya,adm_area_33_29_01_2009
33.29.01.2010,Gununglarang,adm_area_33_29_01_2010
33.29.01.2011,Gunungsugih,adm_area_33_29_01_2011
33.29.01.2012,Gunungtajem,adm_area_33_29_01_2012
33.29.01.2013,Indrajaya,adm_area_33_29_01_2013
33.29.01.2014,Kadumanis,adm_area_33_29_01_2014
33.29.01.2015,Pabuaran,adm_area_33_29_01_2015
33.29.01.2016,Pasirpanjang,adm_area_33_29_01_2016
33.29.01.2017,Salem,adm_area_33_29_01_2017
33.29.01.2018,Tembongraja,adm_area_33_29_01_2018
33.29.01.2019,Wanoja,adm_area_33_29_01_2019
33.29.01.2020,Winduasri,adm_area_33_29_01_2020
33.29.01.2021,Windusakti,adm_area_33_29_01_2021
33.29.02,Bantarkawung,adm_area_33_29_02
33.29.02.2001,Bangbayang,adm_area_33_29_02_2001
33.29.02.2002,Banjarsari,adm_area_33_29_02_2002
33.29.02.2003,Bantarkawung,adm_area_33_29_02_2003
33.29.02.2004,Bantarwaru,adm_area_33_29_02_2004
33.29.02.2005,Cibentang,adm_area_33_29_02_2005
33.29.02.2006,Cinanas,adm_area_33_29_02_2006
33.29.02.2007,Ciomas,adm_area_33_29_02_2007
33.29.02.2008,Jipang,adm_area_33_29_02_2008
33.29.02.2009,Karangpari,adm_area_33_29_02_2009
33.29.02.2010,Kebandungan,adm_area_33_29_02_2010
33.29.02.2011,Legok,adm_area_33_29_02_2011
33.29.02.2012,Pangebatan,adm_area_33_29_02_2012
33.29.02.2013,Pengarasan,adm_area_33_29_02_2013
33.29.02.2014,Sindangwangi,adm_area_33_29_02_2014
33.29.02.2015,Tambakserang,adm_area_33_29_02_2015
33.29.02.2016,Terlaya,adm_area_33_29_02_2016
33.29.02.2017,Telaga,adm_area_33_29_02_2017
33.29.02.2018,Waru,adm_area_33_29_02_2018
33.29.03,Bumiayu,adm_area_33_29_03
33.29.03.2001,Adisana,adm_area_33_29_03_2001
33.29.03.2002,Bumiayu,adm_area_33_29_03_2002
33.29.03.2003,Dukuhturi,adm_area_33_29_03_2003
33.29.03.2004,Jatisawit,adm_area_33_29_03_2004
33.29.03.2005,Kalierang,adm_area_33_29_03_2005
33.29.03.2006,Kalilangkap,adm_area_33_29_03_2006
33.29.03.2007,Kalinusu,adm_area_33_29_03_2007
